Filename,Instr,PrimOSens,SecOSens,PrimSOC,SecSOC
20118065,1221,3539,3313,4.5760e-001,4.3880e-001,
20118066,1221,3539,3313,4.5760e-001,4.3880e-001,
20118067,1221,3539,3313,4.5760e-001,4.3880e-001,
20118068,1221,3539,3313,4.5760e-001,4.3880e-001,
20118069,1221 0,3539,3313,4.5760e-001,4.3880e-001,
20118070,1221,3539,3313,4.5760e-001,4.3880e-001,
20118071,1221,3539,3313,4.5760e-001,4.3880e-001,
20118072,1221,3539,3313,4.5760e-001,4.3880e-001,
20118073,1221,3539,3313,4.5760e-001,4.3880e-001,
20118074,1221,3539,3313,4.5760e-001,4.3880e-001,
20118075,1221,3539,3313,4.5760e-001,4.3880e-001,
20118076,1221,3539,3313,4.5760e-001,4.3880e-001,
20118077,1221,3539,3313,4.5760e-001,4.3880e-001,
20118078,1221,3539,3313,4.5760e-001,4.3880e-001,
20118079,1221,3539,3313,4.5760e-001,4.3880e-001,
20118080,1221,3539,3313,4.5760e-001,4.3880e-001,
20118081,1221,3539,3313,4.5760e-001,4.3880e-001,
20118082,1221,3539,3313,4.5760e-001,4.3880e-001,
20118083,1221,3539,3313,4.5760e-001,4.3880e-001,
20118084,1221,3539,3313,4.5760e-001,4.3880e-001,
20118085,1221,3539,3313,4.5760e-001,4.3880e-001,
20118086,1221,3539,3313,4.5760e-001,4.3880e-001,
20118087,1221,3539,3313,4.5760e-001,4.3880e-001,
20118088,1221,3539,3313,4.5760e-001,4.3880e-001,
20118089,1221,3539,3313,4.5760e-001,4.3880e-001,
20118090,1221,3539,3313,4.5760e-001,4.3880e-001,
20118091,1221,3539,3313,4.5760e-001,4.3880e-001,
20118092,1221,3539,3313,4.5760e-001,4.3880e-001,
20118093,1221,3539,3313,4.5760e-001,4.3880e-001,
20118094,1221,3539,3313,4.5760e-001,4.3880e-001,
20118096,1221,3539,3313,4.5760e-001,4.3880e-001,
20118099,1221,3539,3313,4.5760e-001,4.3880e-001,
20118100,1221,3539,3313,4.5760e-001,4.3880e-001,
20118101,1221,3539,3313,4.5760e-001,4.3880e-001,
20118102,1221,3539,3313,4.5760e-001,4.3880e-001,
20118103,1221,3539,3313,4.5760e-001,4.3880e-001,
20118104,1221,3539,3313,4.5760e-001,4.3880e-001,
20118105,1221,3539,3313,4.5760e-001,4.3880e-001,
20118106,1221,3539,3313,4.5760e-001,4.3880e-001,
20118107,1221,3539,3313,4.5760e-001,4.3880e-001,
20118108,1221,3539,3313,4.5760e-001,4.3880e-001,
20118109,1221,3539,3313,4.5760e-001,4.3880e-001,
20118110,1221,3539,3313,4.5760e-001,4.3880e-001,
20118111,1221,3539,3313,4.5760e-001,4.3880e-001,
20118112,1221,3539,3313,4.5760e-001,4.3880e-001,
20118113,1221,3539,3313,4.5760e-001,4.3880e-001,
20118114,1221,3539,3313,4.5760e-001,4.3880e-001,
20118118,1221,3539,3313,4.5760e-001,4.3880e-001,
20118119,1221,3539,3313,4.5760e-001,4.3880e-001,
20118120,1221,3539,3313,4.5760e-001,4.3880e-001,
20118121,1221,3539,3313,4.5760e-001,4.3880e-001,
20118122,1221,3539,3313,4.5760e-001,4.3880e-001,
20118123,1221,3539,3313,4.5760e-001,4.3880e-001,
20118124,1221,3539,3313,4.5760e-001,4.3880e-001,
20118125,1221,3539,3313,4.5760e-001,4.3880e-001,
20118126,1221,3539,3313,4.5760e-001,4.3880e-001,
20118127,1221,3539,3313,4.5760e-001,4.3880e-001,
20118128,1221,3539,3313,4.5760e-001,4.3880e-001,
20118129,1221,3539,3313,4.5760e-001,4.3880e-001,
20118130,1221,3539,3313,4.5760e-001,4.3880e-001,
20118131,1221,3539,3313,4.5760e-001,4.3880e-001,
20118132,1221,3539,3313,4.5760e-001,4.3880e-001,
20118133,1221,3539,3313,4.5760e-001,4.3880e-001,
20118134,1221,3539,3313,4.5760e-001,4.3880e-001,
